id_data,data,anno,mese,giorno,is_weekend,is_festivo
579,2021-12-24,2021,12,24,0,0
580,2022-01-12,2022,1,12,0,0
581,2022-02-06,2022,2,6,1,0
582,2022-02-24,2022,2,24,0,0
583,2023-08-08,2023,8,8,0,0
584,2023-02-10,2023,2,10,0,0
585,2023-02-11,2023,2,11,1,0
586,2023-03-05,2023,3,5,1,0
587,2023-03-07,2023,3,7,0,0
588,2023-03-13,2023,3,13,0,0
589,2023-03-18,2023,3,18,1,0
590,2023-03-29,2023,3,29,0,0
591,2023-04-10,2023,4,10,0,0
592,2023-04-22,2023,4,22,1,0
593,2025-11-18,2025,11,18,0,0
594,2025-11-29,2025,11,29,1,0
595,2025-12-06,2025,12,6,1,0
596,2025-06-05,2025,6,5,0,0
597,2025-06-25,2025,6,25,0,0
598,2021-05-16,2021,5,16,1,0
599,2021-05-26,2021,5,26,0,0
600,2021-06-13,2021,6,13,1,0
601,2023-12-07,2023,12,7,0,0
602,2023-12-19,2023,12,19,0,0
603,2023-12-21,2023,12,21,0,0
604,2023-12-28,2023,12,28,0,0
605,2024-01-01,2024,1,1,0,1
606,2024-01-09,2024,1,9,0,0
607,2025-02-12,2025,2,12,0,0
608,2025-02-19,2025,2,19,0,0
609,2025-02-26,2025,2,26,0,0
610,2025-03-06,2025,3,6,0,0
611,2025-03-20,2025,3,20,0,0
612,2025-03-28,2025,3,28,0,0
613,2025-03-29,2025,3,29,1,0
614,2023-08-27,2023,8,27,1,0
615,2023-08-28,2023,8,28,0,0
616,2023-09-04,2023,9,4,0,0
617,2023-09-13,2023,9,13,0,0
618,2023-09-19,2023,9,19,0,0
619,2023-01-07,2023,1,7,1,0
620,2023-01-18,2023,1,18,0,0
621,2025-08-01,2025,8,1,0,0
622,2025-08-02,2025,8,2,1,0
623,2025-10-25,2025,10,25,1,0
624,2025-11-05,2025,11,5,0,0
625,2021-07-05,2021,7,5,0,0
626,2021-07-08,2021,7,8,0,0
627,2021-07-28,2021,7,28,0,0
628,2021-07-30,2021,7,30,0,0
629,2021-09-12,2021,9,12,1,0
630,2022-03-16,2022,3,16,0,0
631,2022-04-07,2022,4,7,0,0
632,2022-04-11,2022,4,11,0,0
633,2022-04-19,2022,4,19,0,0
634,2022-05-20,2022,5,20,0,0
635,2022-06-22,2022,6,22,0,0
636,2022-06-24,2022,6,24,0,0
637,2023-11-10,2023,11,10,0,0
638,2024-02-22,2024,2,22,0,0
639,2024-08-07,2024,8,7,0,0
640,2024-08-13,2024,8,13,0,0
641,2024-03-13,2024,3,13,0,0
642,2024-04-03,2024,4,3,0,0
643,2024-04-09,2024,4,9,0,0
644,2024-04-10,2024,4,10,0,0
645,2024-05-17,2024,5,17,0,0
646,2024-06-01,2024,6,1,1,0
647,2024-06-09,2024,6,9,1,0
648,2024-06-16,2024,6,16,1,0
649,2024-11-06,2024,11,6,0,0
650,2024-12-02,2024,12,2,0,0
651,2024-07-19,2024,7,19,0,0
652,2025-04-04,2025,4,4,0,0
653,2025-04-12,2025,4,12,1,0
654,2021-02-13,2021,2,13,1,0
655,2021-03-25,2021,3,25,0,0
656,2021-03-27,2021,3,27,1,0
657,2023-05-10,2023,5,10,0,0
658,2023-05-14,2023,5,14,1,0
659,2023-05-31,2023,5,31,0,0
660,2023-06-27,2023,6,27,0,0
661,2021-04-04,2021,4,4,1,0
662,2021-04-10,2021,4,10,1,0
663,2021-04-19,2021,4,19,0,0
664,2021-04-28,2021,4,28,0,0
665,2022-07-02,2022,7,2,1,0
666,2022-07-17,2022,7,17,1,0
667,2022-07-22,2022,7,22,0,0
668,2022-07-26,2022,7,26,0,0
669,2022-08-03,2022,8,3,0,0
670,2022-08-10,2022,8,10,0,0
671,2022-09-27,2022,9,27,0,0
672,2022-10-07,2022,10,7,0,0
673,2022-10-10,2022,10,10,0,0
674,2022-11-02,2022,11,2,0,0
675,2022-11-09,2022,11,9,0,0
676,2022-11-18,2022,11,18,0,0
1479,2022-12-12,2022,12,12,0,0
1480,2022-12-26,2022,12,26,0,1
1481,2023-01-01,2023,1,1,1,1
1482,2021-10-02,2021,10,2,1,0
1483,2021-12-06,2021,12,6,0,0
1484,2022-01-21,2022,1,21,0,0
1485,2022-01-25,2022,1,25,0,0
1486,2022-02-01,2022,2,1,0,0
1487,2022-02-08,2022,2,8,0,0
1488,2022-02-22,2022,2,22,0,0
1489,2023-07-28,2023,7,28,0,0
1490,2023-08-16,2023,8,16,0,0
1491,2023-02-22,2023,2,22,0,0
1492,2023-02-05,2023,2,5,1,0
1493,2023-03-08,2023,3,8,0,0
1494,2023-03-27,2023,3,27,0,0
1495,2023-04-12,2023,4,12,0,0
1496,2023-04-15,2023,4,15,1,0
1497,2023-04-20,2023,4,20,0,0
1498,2023-04-21,2023,4,21,0,0
1499,2025-11-24,2025,11,24,0,0
1500,2025-11-02,2025,11,2,1,0
1501,2025-12-05,2025,12,5,0,0
1502,2025-12-11,2025,12,11,0,0
1503,2025-12-21,2025,12,21,1,0
1504,2025-12-27,2025,12,27,1,0
1505,2025-06-04,2025,6,4,0,0
1506,2025-06-24,2025,6,24,0,0
1507,2025-06-26,2025,6,26,0,0
1508,2024-10-13,2024,10,13,1,0
1509,2021-06-16,2021,6,16,0,0
1510,2021-06-18,2021,6,18,0,0
1511,2023-11-17,2023,11,17,0,0
1512,2023-11-19,2023,11,19,1,0
1513,2023-11-08,2023,11,8,0,0
1514,2023-12-11,2023,12,11,0,0
1515,2024-01-26,2024,1,26,0,0
1516,2024-01-28,2024,1,28,1,0
1517,2025-01-05,2025,1,5,1,0
1518,2025-01-08,2025,1,8,0,0
1519,2025-01-12,2025,1,12,1,0
1520,2025-02-08,2025,2,8,1,0
1521,2025-03-08,2025,3,8,1,0
1522,2023-09-15,2023,9,15,0,0
1523,2023-09-16,2023,9,16,1,0
1524,2023-09-17,2023,9,17,1,0
1525,2023-10-03,2023,10,3,0,0
1526,2023-10-28,2023,10,28,1,0
1527,2023-01-08,2023,1,8,1,0
1528,2023-01-14,2023,1,14,1,0
1529,2023-01-24,2023,1,24,0,0
1530,2025-08-28,2025,8,28,0,0
1531,2025-08-05,2025,8,5,0,0
1532,2025-08-17,2025,8,17,1,0
1533,2025-08-21,2025,8,21,0,0
1534,2025-09-12,2025,9,12,0,0
1535,2025-09-26,2025,9,26,0,0
1536,2025-10-12,2025,10,12,1,0
1537,2025-10-23,2025,10,23,0,0
1538,2025-11-13,2025,11,13,0,0
1539,2025-11-15,2025,11,15,1,0
1540,2025-07-31,2025,7,31,0,0
1541,2021-07-06,2021,7,6,0,0
1542,2021-08-09,2021,8,9,0,0
1543,2021-09-07,2021,9,7,0,0
1544,2021-09-14,2021,9,14,0,0
1545,2021-09-15,2021,9,15,0,0
1546,2021-09-26,2021,9,26,1,0
1547,2022-03-13,2022,3,13,1,0
1548,2022-03-29,2022,3,29,0,0
1549,2022-06-09,2022,6,9,0,0
1550,2024-02-04,2024,2,4,1,0
1551,2024-02-16,2024,2,16,0,0
1552,2024-02-20,2024,2,20,0,0
1553,2024-03-08,2024,3,8,0,0
1554,2024-03-27,2024,3,27,0,0
1555,2024-04-18,2024,4,18,0,0
1556,2024-04-30,2024,4,30,0,0
1557,2024-05-21,2024,5,21,0,0
1558,2024-05-26,2024,5,26,1,0
1559,2024-11-08,2024,11,8,0,0
1560,2024-11-15,2024,11,15,0,0
1561,2024-06-29,2024,6,29,1,0
1562,2024-07-05,2024,7,5,0,0
1563,2024-07-10,2024,7,10,0,0
1564,2025-04-25,2025,4,25,0,1
1565,2025-04-09,2025,4,9,0,0
1566,2025-04-18,2025,4,18,0,0
1567,2025-05-11,2025,5,11,1,0
1568,2025-05-12,2025,5,12,0,0
1569,2025-05-15,2025,5,15,0,0
1570,2021-01-08,2021,1,8,0,0
1571,2021-01-18,2021,1,18,0,0
1572,2021-01-21,2021,1,21,0,0
1573,2021-01-27,2021,1,27,0,0
1574,2021-02-07,2021,2,7,1,0
1575,2021-02-10,2021,2,10,0,0
1576,2021-03-24,2021,3,24,0,0
1577,2023-05-06,2023,5,6,1,0
1578,2023-05-21,2023,5,21,1,0
1579,2023-06-09,2023,6,9,0,0
1580,2023-06-10,2023,6,10,1,0
1581,2023-06-13,2023,6,13,0,0
1582,2023-06-17,2023,6,17,1,0
1583,2021-04-14,2021,4,14,0,0
1584,2021-04-16,2021,4,16,0,0
1585,2022-07-07,2022,7,7,0,0
1586,2022-07-13,2022,7,13,0,0
1587,2022-07-21,2022,7,21,0,0
1588,2022-08-11,2022,8,11,0,0
1589,2022-08-19,2022,8,19,0,0
1590,2022-08-30,2022,8,30,0,0
1591,2022-09-05,2022,9,5,0,0
1592,2022-09-11,2022,9,11,1,0
1593,2022-09-12,2022,9,12,0,0
1594,2022-09-20,2022,9,20,0,0
1595,2022-09-21,2022,9,21,0,0
1596,2022-10-12,2022,10,12,0,0
1597,2022-10-15,2022,10,15,1,0
1598,2022-10-20,2022,10,20,0,0
1599,2022-10-27,2022,10,27,0,0
1600,2022-11-01,2022,11,1,0,1
1601,2022-11-25,2022,11,25,0,0
1602,2023-07-03,2023,7,3,0,0
1603,2023-07-08,2023,7,8,1,0
1243,2022-12-14,2022,12,14,0,0
1244,2022-12-01,2022,12,1,0,0
1245,2021-10-18,2021,10,18,0,0
1246,2021-10-07,2021,10,7,0,0
1247,2021-11-14,2021,11,14,1,0
1248,2021-12-03,2021,12,3,0,0
1249,2021-12-09,2021,12,9,0,0
1250,2021-12-20,2021,12,20,0,0
1251,2021-12-22,2021,12,22,0,0
1252,2021-12-25,2021,12,25,1,1
1253,2022-01-07,2022,1,7,0,0
1254,2022-01-27,2022,1,27,0,0
1255,2022-01-28,2022,1,28,0,0
1256,2022-02-09,2022,2,9,0,0
1257,2023-07-29,2023,7,29,1,0
1258,2023-08-11,2023,8,11,0,0
1259,2023-08-19,2023,8,19,1,0
1260,2023-02-18,2023,2,18,1,0
1261,2023-03-25,2023,3,25,1,0
1262,2023-03-26,2023,3,26,1,0
1263,2023-04-18,2023,4,18,0,0
1264,2025-11-25,2025,11,25,0,0
1265,2025-06-15,2025,6,15,1,0
1266,2024-09-16,2024,9,16,0,0
1267,2024-09-03,2024,9,3,0,0
1268,2024-09-07,2024,9,7,1,0
1269,2024-10-02,2024,10,2,0,0
1270,2024-10-05,2024,10,5,1,0
1271,2021-05-11,2021,5,11,0,0
1272,2021-06-05,2021,6,5,1,0
1273,2021-06-27,2021,6,27,1,0
1274,2023-11-11,2023,11,11,1,0
1275,2023-11-27,2023,11,27,0,0
1276,2023-11-06,2023,11,6,0,0
1277,2025-03-02,2025,3,2,1,0
1278,2025-03-10,2025,3,10,0,0
1279,2025-03-12,2025,3,12,0,0
1280,2025-03-13,2025,3,13,0,0
1281,2023-09-01,2023,9,1,0,0
1282,2023-09-28,2023,9,28,0,0
1283,2023-10-18,2023,10,18,0,0
1284,2023-10-19,2023,10,19,0,0
1285,2023-10-24,2023,10,24,0,0
1286,2023-10-30,2023,10,30,0,0
1287,2023-10-31,2023,10,31,0,0
1288,2023-01-15,2023,1,15,1,0
1289,2025-09-06,2025,9,6,1,0
1290,2025-09-30,2025,9,30,0,0
1291,2025-10-04,2025,10,4,1,0
1292,2025-10-29,2025,10,29,0,0
1293,2025-07-02,2025,7,2,0,0
1294,2025-07-27,2025,7,27,1,0
1295,2025-07-09,2025,7,9,0,0
1296,2025-07-11,2025,7,11,0,0
1297,2021-07-04,2021,7,4,1,0
1298,2021-08-14,2021,8,14,1,0
1299,2022-03-01,2022,3,1,0,0
1300,2022-03-03,2022,3,3,0,0
1301,2022-03-07,2022,3,7,0,0
1302,2022-04-25,2022,4,25,0,1
1303,2022-05-09,2022,5,9,0,0
1304,2024-02-06,2024,2,6,0,0
1305,2024-02-15,2024,2,15,0,0
1306,2024-02-26,2024,2,26,0,0
1307,2024-02-28,2024,2,28,0,0
1308,2024-02-29,2024,2,29,0,0
1309,2024-08-19,2024,8,19,0,0
1310,2024-08-21,2024,8,21,0,0
1311,2024-08-05,2024,8,5,0,0
1312,2024-08-11,2024,8,11,1,0
1313,2024-03-02,2024,3,2,1,0
1314,2024-03-10,2024,3,10,1,0
1315,2024-03-28,2024,3,28,0,0
1316,2024-04-08,2024,4,8,0,0
1317,2024-05-06,2024,5,6,0,0
1318,2024-05-08,2024,5,8,0,0
1319,2024-05-20,2024,5,20,0,0
1320,2024-05-22,2024,5,22,0,0
1321,2024-06-02,2024,6,2,1,1
1322,2024-06-15,2024,6,15,1,0
1323,2024-11-07,2024,11,7,0,0
1324,2024-11-24,2024,11,24,1,0
1325,2024-12-11,2024,12,11,0,0
1326,2024-12-20,2024,12,20,0,0
1327,2024-06-22,2024,6,22,1,0
1328,2024-07-04,2024,7,4,0,0
1329,2024-07-16,2024,7,16,0,0
1330,2025-04-14,2025,4,14,0,0
1331,2025-04-17,2025,4,17,0,0
1332,2025-05-02,2025,5,2,0,0
1333,2025-05-07,2025,5,7,0,0
1334,2021-01-20,2021,1,20,0,0
1335,2021-02-11,2021,2,11,0,0
1336,2021-03-20,2021,3,20,1,0
1337,2021-03-26,2021,3,26,0,0
1338,2023-05-25,2023,5,25,0,0
1339,2023-06-30,2023,6,30,0,0
1340,2021-04-25,2021,4,25,1,1
1341,2022-07-18,2022,7,18,0,0
1342,2022-07-25,2022,7,25,0,0
1343,2022-07-28,2022,7,28,0,0
1344,2022-08-02,2022,8,2,0,0
1345,2022-08-28,2022,8,28,1,0
1346,2022-09-03,2022,9,3,1,0
1347,2022-09-13,2022,9,13,0,0
1348,2022-09-29,2022,9,29,0,0
1349,2022-10-24,2022,10,24,0,0
1350,2022-11-13,2022,11,13,1,0
1351,2022-11-30,2022,11,30,0,0
116,2022-12-13,2022,12,13,0,0
117,2023-01-02,2023,1,2,0,0
118,2021-10-21,2021,10,21,0,0
119,2021-10-13,2021,10,13,0,0
120,2021-11-20,2021,11,20,1,0
121,2021-11-22,2021,11,22,0,0
122,2021-11-26,2021,11,26,0,0
123,2021-12-08,2021,12,8,0,1
124,2021-12-15,2021,12,15,0,0
125,2021-12-17,2021,12,17,0,0
126,2021-12-21,2021,12,21,0,0
127,2022-01-02,2022,1,2,1,0
128,2022-01-15,2022,1,15,1,0
129,2022-01-26,2022,1,26,0,0
130,2022-02-02,2022,2,2,0,0
131,2023-07-25,2023,7,25,0,0
132,2023-08-03,2023,8,3,0,0
133,2023-08-25,2023,8,25,0,0
134,2023-02-01,2023,2,1,0,0
135,2023-02-06,2023,2,6,0,0
136,2023-02-09,2023,2,9,0,0
137,2023-03-14,2023,3,14,0,0
138,2023-03-31,2023,3,31,0,0
139,2025-11-28,2025,11,28,0,0
140,2025-12-07,2025,12,7,1,0
141,2025-12-24,2025,12,24,0,0
142,2025-06-18,2025,6,18,0,0
143,2024-09-23,2024,9,23,0,0
144,2024-09-27,2024,9,27,0,0
145,2024-09-08,2024,9,8,1,0
146,2024-10-06,2024,10,6,1,0
147,2024-10-08,2024,10,8,0,0
148,2024-10-22,2024,10,22,0,0
149,2021-05-31,2021,5,31,0,0
150,2021-05-27,2021,5,27,0,0
151,2021-06-02,2021,6,2,0,1
152,2021-06-11,2021,6,11,0,0
153,2023-12-23,2023,12,23,1,0
154,2023-12-26,2023,12,26,0,1
155,2023-12-27,2023,12,27,0,0
156,2024-01-03,2024,1,3,0,0
157,2025-01-10,2025,1,10,0,0
158,2025-03-22,2025,3,22,1,0
159,2025-03-27,2025,3,27,0,0
160,2023-10-04,2023,10,4,0,0
161,2023-04-25,2023,4,25,0,1
162,2023-01-10,2023,1,10,0,0
163,2023-01-12,2023,1,12,0,0
164,2023-01-22,2023,1,22,1,0
165,2025-08-30,2025,8,30,1,0
166,2025-08-11,2025,8,11,0,0
167,2025-08-16,2025,8,16,1,0
168,2025-09-18,2025,9,18,0,0
169,2025-10-02,2025,10,2,0,0
170,2025-10-16,2025,10,16,0,0
171,2025-10-30,2025,10,30,0,0
172,2025-10-31,2025,10,31,0,0
173,2025-11-03,2025,11,3,0,0
174,2025-07-16,2025,7,16,0,0
175,2025-07-12,2025,7,12,1,0
176,2021-07-09,2021,7,9,0,0
177,2021-07-12,2021,7,12,0,0
178,2021-08-07,2021,8,7,1,0
179,2021-08-15,2021,8,15,1,1
180,2021-08-20,2021,8,20,0,0
181,2021-08-31,2021,8,31,0,0
182,2021-09-09,2021,9,9,0,0
183,2021-09-30,2021,9,30,0,0
184,2022-03-30,2022,3,30,0,0
185,2022-04-08,2022,4,8,0,0
186,2022-04-14,2022,4,14,0,0
187,2022-04-20,2022,4,20,0,0
188,2022-04-21,2022,4,21,0,0
189,2022-04-22,2022,4,22,0,0
190,2022-05-15,2022,5,15,1,0
191,2022-06-08,2022,6,8,0,0
192,2022-06-16,2022,6,16,0,0
193,2022-06-20,2022,6,20,0,0
194,2024-02-01,2024,2,1,0,0
195,2024-02-09,2024,2,9,0,0
196,2024-02-10,2024,2,10,1,0
197,2024-02-12,2024,2,12,0,0
198,2024-02-27,2024,2,27,0,0
199,2024-08-24,2024,8,24,1,0
200,2024-08-12,2024,8,12,0,0
201,2024-08-16,2024,8,16,0,0
202,2024-03-05,2024,3,5,0,0
203,2024-04-07,2024,4,7,1,0
204,2024-04-21,2024,4,21,1,0
205,2024-04-25,2024,4,25,0,1
206,2024-04-27,2024,4,27,1,0
207,2024-05-16,2024,5,16,0,0
208,2024-05-31,2024,5,31,0,0
209,2024-06-06,2024,6,6,0,0
210,2024-06-08,2024,6,8,1,0
211,2024-12-06,2024,12,6,0,0
212,2024-12-17,2024,12,17,0,0
213,2024-12-30,2024,12,30,0,0
214,2024-06-25,2024,6,25,0,0
215,2024-07-07,2024,7,7,1,0
216,2024-07-12,2024,7,12,0,0
217,2024-07-20,2024,7,20,1,0
218,2025-04-05,2025,4,5,1,0
219,2025-04-07,2025,4,7,0,0
220,2025-05-16,2025,5,16,0,0
221,2025-05-17,2025,5,17,1,0
222,2025-05-21,2025,5,21,0,0
223,2025-01-20,2025,1,20,0,0
224,2021-01-13,2021,1,13,0,0
225,2021-01-30,2021,1,30,1,0
226,2021-03-15,2021,3,15,0,0
227,2023-05-02,2023,5,2,0,0
228,2023-05-13,2023,5,13,1,0
229,2023-05-17,2023,5,17,0,0
230,2023-05-22,2023,5,22,0,0
231,2023-06-01,2023,6,1,0,0
232,2022-06-30,2022,6,30,0,0
233,2022-07-16,2022,7,16,1,0
234,2022-08-31,2022,8,31,0,0
235,2022-09-08,2022,9,8,0,0
236,2022-09-15,2022,9,15,0,0
237,2022-10-23,2022,10,23,1,0
238,2022-11-20,2022,11,20,1,0
239,2022-11-27,2022,11,27,1,0
240,2023-07-04,2023,7,4,0,0
241,2023-07-07,2023,7,7,0,0
242,2023-07-10,2023,7,10,0,0
243,2023-07-11,2023,7,11,0,0
244,2023-07-19,2023,7,19,0,0
245,2023-07-20,2023,7,20,0,0
799,2022-12-08,2022,12,8,0,1
800,2022-12-10,2022,12,10,1,0
801,2021-10-25,2021,10,25,0,0
802,2021-10-28,2021,10,28,0,0
803,2021-10-06,2021,10,6,0,0
804,2021-11-07,2021,11,7,1,0
805,2021-11-24,2021,11,24,0,0
806,2022-01-01,2022,1,1,1,1
807,2022-01-09,2022,1,9,1,0
808,2022-01-13,2022,1,13,0,0
809,2022-02-05,2022,2,5,1,0
810,2022-02-17,2022,2,17,0,0
811,2023-08-01,2023,8,1,0,0
812,2023-08-07,2023,8,7,0,0
813,2023-08-17,2023,8,17,0,0
814,2023-02-28,2023,2,28,0,0
815,2023-03-06,2023,3,6,0,0
816,2023-03-10,2023,3,10,0,0
817,2023-04-03,2023,4,3,0,0
818,2023-04-14,2023,4,14,0,0
819,2023-04-16,2023,4,16,1,0
820,2023-04-23,2023,4,23,1,0
821,2025-11-20,2025,11,20,0,0
822,2025-12-23,2025,12,23,0,0
823,2025-06-13,2025,6,13,0,0
824,2025-06-22,2025,6,22,1,0
825,2024-10-27,2024,10,27,1,0
826,2024-10-28,2024,10,28,0,0
827,2023-11-02,2023,11,2,0,0
828,2023-12-02,2023,12,2,1,0
829,2023-12-15,2023,12,15,0,0
830,2024-01-04,2024,1,4,0,0
831,2024-01-14,2024,1,14,1,0
832,2024-01-20,2024,1,20,1,0
833,2024-01-23,2024,1,23,0,0
834,2024-01-24,2024,1,24,0,0
835,2025-01-17,2025,1,17,0,0
836,2025-02-02,2025,2,2,1,0
837,2025-02-21,2025,2,21,0,0
838,2023-09-12,2023,9,12,0,0
839,2023-09-21,2023,9,21,0,0
840,2023-09-24,2023,9,24,1,0
841,2023-10-07,2023,10,7,1,0
842,2023-10-17,2023,10,17,0,0
843,2023-01-13,2023,1,13,0,0
844,2023-01-19,2023,1,19,0,0
845,2025-08-06,2025,8,6,0,0
846,2025-08-24,2025,8,24,1,0
847,2025-10-03,2025,10,3,0,0
848,2025-10-08,2025,10,8,0,0
849,2025-11-14,2025,11,14,0,0
850,2025-07-13,2025,7,13,1,0
851,2021-07-20,2021,7,20,0,0
852,2021-07-24,2021,7,24,1,0
853,2021-08-02,2021,8,2,0,0
854,2021-08-17,2021,8,17,0,0
855,2021-09-01,2021,9,1,0,0
856,2022-03-10,2022,3,10,0,0
857,2022-04-05,2022,4,5,0,0
858,2022-05-18,2022,5,18,0,0
859,2022-06-03,2022,6,3,0,0
860,2024-02-08,2024,2,8,0,0
861,2024-02-18,2024,2,18,1,0
862,2024-08-04,2024,8,4,1,0
863,2024-03-01,2024,3,1,0,0
864,2024-03-18,2024,3,18,0,0
865,2024-04-15,2024,4,15,0,0
866,2024-04-23,2024,4,23,0,0
867,2024-06-04,2024,6,4,0,0
868,2024-12-18,2024,12,18,0,0
869,2024-07-18,2024,7,18,0,0
870,2025-04-16,2025,4,16,0,0
871,2025-05-01,2025,5,1,0,1
872,2025-01-27,2025,1,27,0,0
873,2021-01-29,2021,1,29,0,0
874,2021-02-22,2021,2,22,0,0
875,2021-02-26,2021,2,26,0,0
876,2021-03-18,2021,3,18,0,0
877,2021-03-19,2021,3,19,0,0
878,2023-05-01,2023,5,1,0,1
879,2023-05-30,2023,5,30,0,0
880,2021-04-01,2021,4,1,0,0
881,2021-04-15,2021,4,15,0,0
882,2021-04-17,2021,4,17,1,0
883,2021-04-30,2021,4,30,0,0
884,2022-07-01,2022,7,1,0,0
885,2022-07-06,2022,7,6,0,0
886,2022-08-05,2022,8,5,0,0
887,2022-08-22,2022,8,22,0,0
888,2022-08-23,2022,8,23,0,0
889,2022-08-24,2022,8,24,0,0
890,2022-09-17,2022,9,17,1,0
891,2022-09-28,2022,9,28,0,0
892,2022-10-06,2022,10,6,0,0
893,2022-10-11,2022,10,11,0,0
894,2022-10-13,2022,10,13,0,0
895,2022-10-26,2022,10,26,0,0
896,2022-11-10,2022,11,10,0,0
897,2022-11-12,2022,11,12,1,0
898,2022-11-29,2022,11,29,0,0
899,2023-07-02,2023,7,2,1,0
900,2023-07-18,2023,7,18,0,0
901,2022-12-07,2022,12,7,0,0
902,2022-12-15,2022,12,15,0,0
903,2022-12-21,2022,12,21,0,0
904,2022-12-23,2022,12,23,0,0
905,2021-10-22,2021,10,22,0,0
906,2021-10-08,2021,10,8,0,0
907,2021-11-17,2021,11,17,0,0
908,2021-12-23,2021,12,23,0,0
909,2022-01-05,2022,1,5,0,0
910,2022-01-16,2022,1,16,1,0
911,2022-01-23,2022,1,23,1,0
912,2022-02-21,2022,2,21,0,0
913,2023-07-23,2023,7,23,1,0
914,2023-07-27,2023,7,27,0,0
915,2023-08-04,2023,8,4,0,0
916,2023-08-12,2023,8,12,1,0
917,2023-02-14,2023,2,14,0,0
918,2023-03-04,2023,3,4,1,0
919,2023-03-15,2023,3,15,0,0
920,2025-11-30,2025,11,30,1,0
921,2025-11-01,2025,11,1,1,1
922,2025-12-08,2025,12,8,0,1
923,2025-05-30,2025,5,30,0,0
924,2025-06-09,2025,6,9,0,0
925,2024-10-07,2024,10,7,0,0
926,2021-05-29,2021,5,29,1,0
927,2021-05-03,2021,5,3,0,0
928,2021-05-14,2021,5,14,0,0
929,2021-05-15,2021,5,15,1,0
930,2021-06-08,2021,6,8,0,0
931,2023-11-05,2023,11,5,1,0
932,2023-12-05,2023,12,5,0,0
933,2023-12-29,2023,12,29,0,0
934,2023-12-30,2023,12,30,1,0
935,2024-01-13,2024,1,13,1,0
936,2024-01-31,2024,1,31,0,0
937,2025-01-13,2025,1,13,0,0
938,2025-01-14,2025,1,14,0,0
939,2025-02-01,2025,2,1,1,0
940,2025-02-07,2025,2,7,0,0
941,2025-02-14,2025,2,14,0,0
942,2025-02-23,2025,2,23,1,0
943,2025-03-15,2025,3,15,1,0
944,2023-09-10,2023,9,10,1,0
945,2023-10-16,2023,10,16,0,0
946,2025-08-13,2025,8,13,0,0
947,2025-08-14,2025,8,14,0,0
948,2025-08-20,2025,8,20,0,0
949,2025-09-04,2025,9,4,0,0
950,2025-09-13,2025,9,13,1,0
951,2025-09-17,2025,9,17,0,0
952,2025-09-23,2025,9,23,0,0
953,2025-07-03,2025,7,3,0,0
954,2025-07-23,2025,7,23,0,0
955,2025-07-30,2025,7,30,0,0
956,2021-07-03,2021,7,3,1,0
957,2021-07-13,2021,7,13,0,0
958,2021-07-31,2021,7,31,1,0
959,2021-09-03,2021,9,3,0,0
960,2021-09-08,2021,9,8,0,0
961,2021-09-17,2021,9,17,0,0
962,2021-09-20,2021,9,20,0,0
963,2021-09-21,2021,9,21,0,0
964,2021-09-28,2021,9,28,0,0
965,2022-03-11,2022,3,11,0,0
966,2022-03-23,2022,3,23,0,0
967,2022-04-06,2022,4,6,0,0
968,2022-04-16,2022,4,16,1,0
969,2022-05-05,2022,5,5,0,0
970,2022-05-06,2022,5,6,0,0
971,2022-06-11,2022,6,11,1,0
972,2022-06-19,2022,6,19,1,0
973,2024-02-14,2024,2,14,0,0
974,2024-08-02,2024,8,2,0,0
975,2024-08-08,2024,8,8,0,0
976,2024-03-17,2024,3,17,1,0
977,2024-04-20,2024,4,20,1,0
978,2024-05-01,2024,5,1,0,1
979,2024-05-04,2024,5,4,1,0
980,2024-06-05,2024,6,5,0,0
981,2024-11-14,2024,11,14,0,0
982,2024-12-05,2024,12,5,0,0
983,2024-12-15,2024,12,15,1,0
984,2024-06-30,2024,6,30,1,0
985,2024-07-06,2024,7,6,1,0
986,2024-07-24,2024,7,24,0,0
987,2024-07-30,2024,7,30,0,0
988,2025-05-08,2025,5,8,0,0
989,2025-05-09,2025,5,9,0,0
990,2021-01-11,2021,1,11,0,0
991,2021-01-24,2021,1,24,1,0
992,2021-02-06,2021,2,6,1,0
993,2021-02-14,2021,2,14,1,0
994,2021-02-25,2021,2,25,0,0
995,2021-03-02,2021,3,2,0,0
996,2021-03-06,2021,3,6,1,0
997,2021-03-23,2021,3,23,0,0
998,2023-05-09,2023,5,9,0,0
999,2023-05-19,2023,5,19,0,0
1000,2023-05-29,2023,5,29,0,0
1001,2023-06-06,2023,6,6,0,0
1002,2023-06-11,2023,6,11,1,0
1003,2021-04-06,2021,4,6,0,0
1004,2021-04-11,2021,4,11,1,0
1005,2022-07-09,2022,7,9,1,0
1006,2022-08-16,2022,8,16,0,0
1007,2022-08-18,2022,8,18,0,0
1008,2022-09-02,2022,9,2,0,0
1009,2022-09-09,2022,9,9,0,0
1010,2022-10-03,2022,10,3,0,0
1011,2022-11-05,2022,11,5,1,0
1012,2022-11-06,2022,11,6,1,0
1013,2022-11-22,2022,11,22,0,0
1014,2023-07-13,2023,7,13,0,0
246,2022-12-09,2022,12,9,0,0
247,2022-12-16,2022,12,16,0,0
248,2021-10-20,2021,10,20,0,0
249,2021-10-29,2021,10,29,0,0
250,2021-11-02,2021,11,2,0,0
251,2021-11-05,2021,11,5,0,0
252,2021-11-23,2021,11,23,0,0
253,2021-11-25,2021,11,25,0,0
